Temp,SpO2,SYS,DIA,Heart_rate,Anomaly
29,98,138,78,90,TRUE
29,98,138,78,90,TRUE
29.2,98,138,78,90,TRUE
28.7,97,138,78,90,TRUE
28.5,98,138,78,90,TRUE
28.7,98,138,78,90,TRUE
28.9,98,138,78,91,TRUE
28.3,98,138,78,91,TRUE
28.7,98,138,78,92,TRUE
28.7,97,138,78,92,TRUE
28.7,96,138,78,92,TRUE
28.7,97,138,78,89,TRUE
28.7,98,138,78,85,TRUE
28.7,98,138,78,85,TRUE
28.7,98,138,78,84,TRUE
29.1,98,138,78,84,TRUE
28.7,98,138,78,85,FALSE
28.7,98,138,78,85,FALSE
28.7,98,138,78,85,FALSE
28.7,98,138,78,85,FALSE
28.7,98,138,78,84,FALSE
28.7,98,138,78,84,FALSE
28.7,98,138,78,84,FALSE
28.7,98,138,78,86,FALSE
28.7,98,138,78,86,FALSE
28.7,98,138,78,90,FALSE
28.7,98,138,78,90,FALSE
28.7,98,138,78,91,FALSE
28.7,98,138,78,91,FALSE
28.8,98,138,78,91,FALSE
28.7,98,138,78,91,FALSE
28.7,98,138,78,88,FALSE
28.7,98,138,78,88,FALSE
28.7,98,138,78,88,FALSE
28.7,98,138,78,88,FALSE
28.7,98,138,78,87,FALSE
28.7,98,138,78,87,FALSE
28.7,98,138,78,82,FALSE
28.7,98,138,78,82,FALSE
28.8,98,138,78,82,FALSE
28.8,98,138,78,82,FALSE
28.8,98,138,78,74,FALSE
28.8,98,138,78,74,FALSE
28.8,98,138,78,74,FALSE
28.8,98,138,78,76,FALSE
28.8,98,138,78,76,FALSE
28.8,98,138,78,82,FALSE
28.8,98,138,78,82,FALSE
28.8,98,138,78,83,FALSE
28.8,98,138,78,83,FALSE
28.8,98,138,78,83,FALSE
28.8,98,138,78,83,FALSE
28.8,98,138,78,83,FALSE
28.8,98,138,78,79,FALSE
28.8,98,138,78,79,FALSE
28.8,98,138,78,74,FALSE
28.8,98,138,78,71,FALSE
28.8,98,138,78,71,FALSE
28.8,98,138,78,70,FALSE
28.8,98,138,78,70,FALSE
28.8,98,138,78,70,FALSE
28.8,98,138,78,70,FALSE
28.8,98,138,78,72,FALSE
28.9,98,138,78,72,FALSE
28.9,98,138,78,77,FALSE
28.9,98,138,78,77,FALSE
28.9,98,138,78,81,FALSE
28.8,98,138,78,81,FALSE
28.8,98,138,78,81,FALSE
28.8,98,138,78,80,FALSE
28.8,98,138,78,79,FALSE
28.9,98,138,78,79,FALSE
28.9,98,138,78,79,FALSE
28.9,98,138,78,79,FALSE
28.9,98,138,78,79,FALSE
28.9,98,138,78,79,FALSE
28.9,97,138,78,79,FALSE
28.9,97,138,78,79,FALSE
28.9,97,138,78,79,FALSE
28.9,97,138,78,79,FALSE
28.9,97,138,78,79,FALSE
28.9,97,138,78,82,FALSE
28.9,97,138,78,82,FALSE
28.9,97,138,78,76,FALSE
28.9,97,138,78,76,FALSE
28.9,97,138,78,76,FALSE
28.9,97,138,78,76,FALSE
28.9,97,138,78,76,FALSE
28.9,97,138,78,80,FALSE
28.9,97,138,78,80,FALSE
28.9,97,138,78,82,FALSE
28.9,97,138,78,82,FALSE
28.9,97,138,78,82,FALSE
28.9,97,138,78,82,FALSE
28.9,97,138,78,77,FALSE
28.9,97,138,78,77,FALSE
28.9,97,138,78,70,FALSE
28.9,97,138,78,70,FALSE
28.9,97,138,78,70,FALSE
28.9,98,138,78,70,FALSE
28.9,98,138,78,71,FALSE
28.9,98,138,78,71,FALSE
28.9,98,138,78,76,FALSE
28.9,98,138,78,76,FALSE
28.9,98,138,78,76,FALSE
28.9,98,138,78,80,FALSE
28.9,98,138,78,82,FALSE
28.9,98,138,78,83,FALSE
28.9,98,138,78,84,FALSE
28.9,98,138,78,84,FALSE
28.9,98,138,78,84,FALSE
28.9,98,138,78,86,FALSE
28.9,98,138,78,86,FALSE
28.9,98,138,78,86,FALSE
28.8,98,138,78,86,FALSE
28.8,98,138,78,84,FALSE
28.8,98,138,78,78,FALSE
28.8,98,138,78,74,FALSE
28.7,98,138,78,74,FALSE
28.7,98,138,78,74,FALSE
28.7,98,138,78,72,FALSE
28.7,98,138,78,72,FALSE
28.7,98,138,78,72,FALSE
28.7,98,138,78,76,FALSE
28.7,97,138,78,76,FALSE
28.6,97,138,78,76,FALSE
28.6,97,138,78,78,FALSE
28.6,97,138,78,78,FALSE
28.6,97,138,78,78,FALSE
28.6,97,138,78,78,FALSE
28.6,97,138,78,79,FALSE
28.6,97,138,78,79,FALSE
28.5,97,138,78,79,FALSE
28.5,97,138,78,80,FALSE
28.5,97,138,78,80,FALSE
28.5,97,138,78,83,FALSE
28.5,97,138,78,83,FALSE
28.5,98,138,78,83,FALSE
28.5,98,138,78,84,FALSE
28.5,98,138,78,84,FALSE
28.4,98,138,78,84,FALSE
28.4,98,138,78,75,FALSE
28.4,98,138,78,75,TRUE
28.4,98,138,78,73,TRUE
28.4,98,138,78,73,TRUE
28.4,98,138,78,73,TRUE
28.3,98,138,78,73,TRUE
28.3,98,138,78,73,TRUE
28.4,98,138,78,73,TRUE
28.4,98,138,78,73,TRUE
28.4,98,138,78,73,TRUE
28.4,98,138,78,81,TRUE
28.4,98,138,78,82,TRUE
28.3,98,138,78,82,TRUE
28.3,98,138,78,82,TRUE
28.3,98,138,78,82,TRUE
28.3,98,138,78,82,TRUE
28.3,98,138,78,82,TRUE
28.3,98,138,78,82,TRUE
28.3,98,138,78,77,TRUE
28.3,98,138,78,72,TRUE
28.3,98,138,78,72,TRUE
28.3,98,138,78,72,TRUE
28.3,98,138,78,76,TRUE
28.3,98,138,78,76,TRUE
28.2,98,138,78,76,TRUE
28.2,98,138,78,83,TRUE
28.2,98,138,78,83,TRUE
28.2,98,138,78,83,TRUE
28.2,98,138,78,83,TRUE
28.1,98,138,78,83,TRUE
28.1,98,138,78,79,FALSE
28.1,98,138,78,79,FALSE
28.1,98,138,78,79,FALSE
28.1,98,138,78,79,FALSE
28.1,98,138,78,74,FALSE
28,98,138,78,74,FALSE
28,98,138,78,74,FALSE
28,98,138,78,78,FALSE
28,98,138,78,78,FALSE
28,98,138,78,80,FALSE
28,98,138,78,80,FALSE
28,98,138,78,80,FALSE
27.9,98,138,78,80,FALSE
27.9,98,138,78,78,FALSE
27.9,98,138,78,78,FALSE
27.9,98,138,78,76,FALSE
27.9,98,138,78,76,FALSE
27.9,98,138,78,73,FALSE
27.9,98,138,78,73,FALSE
27.9,98,138,78,73,FALSE
27.9,98,138,78,76,FALSE
27.8,98,138,78,76,FALSE
27.8,98,138,78,76,FALSE
27.8,98,138,78,76,FALSE
27.8,98,138,78,80,FALSE
27.8,98,138,78,81,FALSE
27.7,98,138,78,81,FALSE
27.7,98,138,78,81,FALSE
27.7,98,138,78,81,FALSE
27.7,98,138,78,84,FALSE
27.7,98,138,78,84,FALSE
27.7,98,138,78,84,FALSE
27.7,98,138,78,84,FALSE
27.7,98,138,78,87,FALSE
27.7,98,138,78,87,FALSE
27.7,98,138,78,91,FALSE
27.7,98,138,78,91,FALSE
27.7,98,138,78,94,FALSE
27.7,98,138,78,94,FALSE
27.7,98,138,78,96,FALSE
27.6,98,138,78,96,FALSE
27.6,98,138,78,96,FALSE
27.6,98,138,78,97,FALSE
27.6,98,138,78,97,FALSE
27.6,98,138,78,97,FALSE
27.6,98,138,78,97,FALSE
27.6,98,138,78,97,FALSE
27.6,98,138,78,96,FALSE
27.6,98,138,78,96,FALSE
27.6,98,138,78,94,FALSE
27.6,98,138,78,94,FALSE
27.6,98,138,78,93,FALSE
27.6,98,138,78,92,FALSE
27.6,98,138,78,93,FALSE
27.6,98,138,78,93,FALSE
27.6,98,138,78,94,FALSE
27.6,98,138,78,94,FALSE
27.6,98,138,78,94,FALSE
27.6,98,138,78,94,FALSE
27.6,98,138,78,94,FALSE
27.6,98,138,78,84,FALSE
27.6,98,138,78,84,FALSE
27.6,98,138,78,84,FALSE
27.6,98,138,78,84,FALSE
27.6,98,138,78,76,FALSE
27.5,98,138,78,76,FALSE
27.5,98,138,78,76,FALSE
27.5,98,138,78,76,FALSE
27.5,98,138,78,81,FALSE
27.5,98,138,78,81,FALSE
27.5,98,138,78,81,FALSE
27.5,98,138,78,88,FALSE
27.5,98,138,78,89,FALSE
27.5,98,138,78,89,FALSE
27.5,98,138,78,89,FALSE
27.5,98,138,78,89,FALSE
27.5,98,138,78,86,FALSE
27.5,98,138,78,86,FALSE
27.4,98,138,78,86,FALSE
27.4,97,138,78,86,FALSE
27.4,97,138,78,85,FALSE
27.4,97,138,78,85,FALSE
27.3,97,138,78,85,FALSE
27.3,97,138,78,85,FALSE
27.3,97,138,78,85,FALSE
27.3,97,138,78,89,FALSE
27.3,97,138,78,89,FALSE
27.3,97,138,78,87,FALSE
27.3,97,138,78,87,FALSE
27.3,97,138,78,80,FALSE
27.3,97,138,78,80,FALSE
27.3,97,138,78,81,FALSE
27.3,97,138,78,81,FALSE
27.3,97,138,78,81,FALSE
27.2,97,138,78,81,FALSE
27.2,97,138,78,81,FALSE
27.2,97,138,78,81,FALSE
27.2,97,138,78,83,FALSE
27.2,97,138,78,83,FALSE
27.2,97,138,78,83,FALSE
27.2,97,138,78,83,FALSE
27.2,97,138,78,83,FALSE
27.2,97,138,78,80,FALSE
27.2,97,138,78,80,FALSE
27.2,97,138,78,80,FALSE
27.1,97,138,78,80,FALSE
27.1,97,138,78,83,FALSE
27.1,98,138,78,83,FALSE
27.1,98,138,78,86,FALSE
27.1,98,138,78,86,FALSE
27.1,98,138,78,90,FALSE
27.1,98,138,78,90,FALSE
27.2,98,138,78,90,FALSE
27.2,98,138,78,90,FALSE
27.2,98,138,78,92,FALSE
27.2,98,138,78,92,FALSE
27.1,98,138,78,92,FALSE
27.1,98,138,78,92,FALSE
27.2,98,138,78,92,FALSE
27.2,98,138,78,92,FALSE
27.2,98,138,78,92,FALSE
27.2,98,138,78,94,FALSE
27.2,98,138,78,94,FALSE
27.2,98,138,78,94,FALSE
27.2,98,138,78,94,FALSE
27.2,98,138,78,95,FALSE
27.2,98,138,78,95,FALSE
27.1,98,138,78,95,FALSE
27.1,98,138,78,96,FALSE
27.1,98,138,78,96,FALSE
27.1,98,138,78,98,FALSE
27.1,98,138,78,99,FALSE
27.1,98,138,78,99,FALSE
27.1,98,138,78,99,FALSE
27.1,98,138,78,99,FALSE
27.1,98,138,78,99,FALSE
27.1,98,138,78,82,FALSE
27.1,98,138,78,80,FALSE
27.1,98,138,78,94,FALSE
27.1,98,138,78,94,FALSE
27.1,98,138,78,94,FALSE
27.1,97,138,78,94,FALSE
27.1,97,138,78,96,FALSE
27,97,138,78,96,FALSE
27,97,138,78,98,FALSE
27,97,138,78,98,FALSE
27,97,138,78,98,FALSE
27,97,138,78,99,FALSE
27,97,138,78,99,FALSE
27,97,138,78,97,FALSE
27,97,138,78,94,FALSE
27,97,138,78,94,FALSE
26.9,97,138,78,94,FALSE
26.9,97,138,78,93,FALSE
26.9,97,138,78,93,FALSE
26.9,97,138,78,94,FALSE
26.9,97,138,78,94,FALSE
26.9,97,138,78,98,FALSE
26.9,97,138,78,98,FALSE
26.9,97,138,78,98,FALSE
26.9,97,138,78,101,FALSE
26.9,97,138,78,101,FALSE
26.9,97,138,78,101,FALSE
26.9,97,138,78,103,FALSE
26.9,97,138,78,103,FALSE
26.9,97,138,78,99,FALSE
26.9,97,138,78,94,FALSE
26.8,97,138,78,94,FALSE
26.8,97,138,78,94,FALSE
26.8,97,138,78,97,FALSE
26.8,97,138,78,99,FALSE
26.8,98,138,78,99,FALSE
26.8,98,138,78,99,FALSE
26.8,98,138,78,99,FALSE
26.8,98,138,78,95,FALSE
26.8,98,138,78,95,FALSE
26.8,98,138,78,93,FALSE
26.8,98,138,78,93,FALSE
26.8,98,138,78,95,TRUE
26.8,98,138,78,96,TRUE
26.8,98,138,78,96,TRUE
26.8,98,138,78,96,TRUE
26.8,98,138,78,96,TRUE
26.8,98,138,78,96,TRUE
26.8,98,138,78,96,TRUE
26.8,98,138,78,96,TRUE
26.8,98,138,78,98,TRUE
26.8,98,138,78,98,TRUE
26.8,98,138,78,98,TRUE
26.8,98,138,78,97,TRUE
26.8,98,138,78,97,TRUE
26.8,98,138,78,94,TRUE
26.8,98,138,78,94,TRUE
26.8,98,138,78,97,TRUE
26.8,98,138,78,97,TRUE
26.8,98,138,78,99,TRUE
26.8,98,138,78,100,TRUE
26.8,98,138,78,100,TRUE
26.8,98,138,78,100,TRUE
26.8,98,138,78,100,TRUE
26.8,98,138,78,100,TRUE
26.8,98,138,78,100,TRUE
26.8,98,138,78,102,TRUE
26.7,98,138,78,102,TRUE
26.7,98,138,78,102,TRUE
26.8,98,138,78,102,TRUE
26.8,98,138,78,102,TRUE
26.8,98,138,78,101,TRUE
26.8,98,138,78,101,TRUE
26.7,98,138,78,101,FALSE
26.7,98,138,78,100,FALSE
26.7,98,138,78,99,FALSE
26.7,98,138,78,97,FALSE
26.7,98,138,78,97,FALSE
26.7,98,138,78,97,FALSE
26.7,98,138,78,97,FALSE
26.7,98,138,78,96,FALSE
26.7,98,138,78,96,FALSE
26.7,98,138,78,96,FALSE
26.8,98,138,78,96,FALSE
26.8,98,138,78,93,FALSE
26.8,98,138,78,93,FALSE
26.8,98,138,78,93,FALSE
26.7,98,138,78,93,FALSE
26.7,98,138,78,80,FALSE
26.7,98,138,78,80,FALSE
26.7,98,138,78,80,FALSE
26.7,97,138,78,80,FALSE
26.7,97,138,78,80,FALSE
26.7,97,138,78,76,FALSE
26.7,97,138,78,76,FALSE
26.7,97,138,78,89,FALSE
26.6,97,138,78,89,FALSE
26.6,97,138,78,97,FALSE
26.6,97,138,78,97,FALSE
26.6,97,138,78,96,FALSE
26.6,97,138,78,96,FALSE
26.6,97,138,78,91,FALSE
26.6,97,138,78,91,FALSE
26.8,97,138,78,91,FALSE
26.8,97,138,78,84,FALSE
26.8,97,138,78,84,FALSE
26.7,97,138,78,84,FALSE
26.7,97,138,78,84,FALSE
26.7,97,138,78,81,FALSE
26.7,97,138,78,81,FALSE
26.7,97,138,78,81,FALSE
26.7,97,138,78,81,FALSE
26.6,97,138,78,81,FALSE
26.6,98,138,78,81,FALSE
26.6,98,138,78,84,FALSE
26.7,98,138,78,84,FALSE
26.7,97,138,78,84,FALSE
26.7,97,138,78,89,FALSE
26.7,98,138,78,89,FALSE
26.7,98,143,82,89,FALSE
26.6,98,143,82,89,FALSE
26.6,97,143,82,89,FALSE
26.6,97,143,82,89,FALSE
26.6,97,143,82,89,FALSE
26.7,97,143,82,89,FALSE
26.7,97,143,82,89,FALSE
26.7,97,143,82,88,FALSE
26.7,97,143,82,88,FALSE
26.7,97,143,82,88,FALSE
26.7,97,143,82,88,FALSE
26.7,97,143,82,92,FALSE
26.7,97,143,82,92,FALSE
26.7,97,143,82,92,FALSE
26.7,97,143,82,92,FALSE
26.7,97,143,82,90,FALSE
26.7,97,143,82,90,FALSE
26.7,97,143,82,85,FALSE
26.7,97,143,82,85,FALSE
26.8,97,143,82,85,FALSE
26.8,97,143,82,85,FALSE
26.8,97,143,82,85,FALSE
26.7,97,143,82,85,FALSE
26.7,97,143,82,85,FALSE
26.7,97,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.8,98,143,82,85,FALSE
26.8,98,143,82,88,FALSE
26.8,98,143,82,88,FALSE
26.8,98,143,82,88,FALSE
26.8,98,143,82,87,FALSE
26.7,98,143,82,87,FALSE
26.7,98,143,82,87,FALSE
26.7,98,143,82,87,FALSE
26.7,98,143,82,87,FALSE
26.7,98,143,82,81,FALSE
26.7,98,143,82,81,FALSE
26.8,98,143,82,81,FALSE
26.8,98,143,82,81,FALSE
26.8,98,143,82,69,FALSE
26.8,98,143,82,69,FALSE
26.8,98,143,82,69,FALSE
26.8,98,143,82,69,FALSE
26.8,98,143,82,72,FALSE
26.8,98,143,82,72,FALSE
26.8,98,143,82,75,FALSE
26.8,98,143,82,75,FALSE
26.8,98,143,82,75,FALSE
26.8,98,143,82,75,FALSE
26.8,98,143,82,79,FALSE
26.8,98,143,82,79,FALSE
26.8,98,143,82,83,FALSE
26.8,98,143,82,83,FALSE
26.8,98,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.8,98,143,82,85,FALSE
26.8,98,143,82,88,FALSE
26.7,98,143,82,88,FALSE
26.7,98,143,82,88,FALSE
26.7,98,143,82,89,FALSE
26.7,98,143,82,89,FALSE
26.7,98,143,82,89,FALSE
26.8,98,143,82,89,FALSE
26.8,98,143,82,89,FALSE
26.8,98,143,82,89,FALSE
26.8,98,143,82,89,FALSE
26.8,98,143,82,89,FALSE
26.8,98,143,82,89,FALSE
26.8,97,143,82,89,FALSE
26.8,98,143,82,89,FALSE
26.7,98,143,82,89,FALSE
26.8,98,143,82,89,FALSE
26.8,98,143,82,89,FALSE
26.8,98,143,82,88,FALSE
26.8,98,143,82,88,FALSE
26.8,98,143,82,86,FALSE
26.6,98,143,82,86,FALSE
26.6,98,143,82,86,FALSE
26.8,98,143,82,86,FALSE
26.8,98,143,82,83,FALSE
26.8,97,143,82,83,FALSE
26.8,97,143,82,83,FALSE
26.7,97,143,82,83,FALSE
26.7,97,143,82,83,FALSE
26.7,97,143,82,86,FALSE
26.7,97,143,82,86,FALSE
26.8,97,143,82,86,FALSE
26.8,97,143,82,93,FALSE
26.8,97,143,82,95,FALSE
26.8,97,143,82,95,FALSE
26.8,97,143,82,95,FALSE
26.8,97,143,82,95,FALSE
26.7,97,143,82,95,FALSE
26.7,97,143,82,86,FALSE
26.7,97,143,82,86,FALSE
26.7,97,143,82,86,FALSE
26.7,97,143,82,86,FALSE
26.7,97,143,82,75,FALSE
26.7,97,143,82,75,FALSE
26.7,97,143,82,75,FALSE
26.8,97,143,82,75,FALSE
26.8,97,143,82,75,FALSE
26.8,97,143,82,75,FALSE
26.8,97,143,82,77,FALSE
26.7,97,143,82,77,FALSE
26.7,97,143,82,77,FALSE
26.8,97,143,82,77,FALSE
26.8,97,143,82,77,FALSE
26.7,97,143,82,77,FALSE
26.7,97,143,82,77,FALSE
26.7,97,143,82,84,FALSE
26.7,97,143,82,84,FALSE
26.7,97,143,82,84,FALSE
26.7,97,143,82,84,FALSE
26.7,97,143,82,85,FALSE
26.7,97,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.7,98,143,82,84,FALSE
26.7,98,143,82,84,FALSE
26.7,98,143,82,84,FALSE
26.7,98,143,82,84,FALSE
26.7,98,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.7,98,143,82,82,FALSE
26.7,97,143,82,82,FALSE
26.7,97,143,82,80,FALSE
26.7,97,143,82,80,FALSE
26.7,97,143,82,80,FALSE
26.7,97,143,82,80,FALSE
26.7,97,143,82,80,FALSE
26.7,97,143,82,85,FALSE
26.7,97,143,82,87,FALSE
26.6,97,143,82,87,FALSE
26.6,97,143,82,85,FALSE
26.7,97,143,82,85,FALSE
26.7,97,143,82,85,FALSE
26.7,97,143,82,88,FALSE
26.7,98,143,82,88,FALSE
26.7,98,143,82,89,FALSE
26.7,98,143,82,89,FALSE
26.7,98,143,82,90,FALSE
26.8,98,143,82,90,FALSE
26.8,98,143,82,90,FALSE
26.7,98,143,82,90,FALSE
26.7,98,143,82,89,FALSE
26.7,98,143,82,89,FALSE
26.7,98,143,82,89,FALSE
26.7,98,143,82,88,FALSE
26.8,98,143,82,88,FALSE
26.8,98,143,82,87,FALSE
26.7,98,143,82,87,TRUE
26.7,98,143,82,89,TRUE
26.7,98,143,82,89,TRUE
26.7,98,143,82,92,TRUE
26.7,98,143,82,94,TRUE
26.7,98,143,82,94,TRUE
26.7,98,143,82,94,TRUE
26.7,98,143,82,93,TRUE
26.7,98,143,82,92,TRUE
26.7,98,143,82,92,TRUE
26.7,97,143,82,92,TRUE
26.8,97,143,82,92,TRUE
26.8,97,143,82,91,TRUE
26.8,97,143,82,89,TRUE
26.8,97,143,82,89,TRUE
26.7,97,143,82,89,TRUE
26.7,97,143,82,88,TRUE
26.7,97,143,82,88,TRUE
26.8,97,143,82,88,TRUE
26.8,97,143,82,84,TRUE
26.8,97,143,82,84,TRUE
26.8,97,143,82,84,TRUE
26.8,97,143,82,79,TRUE
26.8,97,143,82,79,TRUE
26.8,97,143,82,79,TRUE
26.8,97,143,82,81,TRUE
26.8,97,143,82,81,TRUE
26.7,97,143,82,81,TRUE
26.7,98,143,82,81,TRUE
26.7,98,143,82,83,TRUE
26.7,98,143,82,83,FALSE
26.7,98,143,82,83,FALSE
26.7,98,143,82,83,FALSE
26.7,98,143,82,81,FALSE
26.7,98,143,82,81,FALSE
26.7,98,143,82,80,FALSE
26.7,98,143,82,78,FALSE
26.7,98,143,82,78,FALSE
26.7,98,143,82,76,FALSE
26.7,98,143,82,76,FALSE
26.7,98,143,82,77,FALSE
26.7,98,143,82,77,FALSE
26.7,98,143,82,77,FALSE
26.7,98,143,82,79,FALSE
26.7,98,143,82,80,FALSE
26.7,98,143,82,81,FALSE
26.7,98,143,82,81,FALSE
26.7,98,143,82,81,FALSE
26.7,98,143,82,81,FALSE
26.7,98,143,82,71,FALSE
26.7,98,143,82,71,FALSE
26.7,98,143,82,71,FALSE
26.7,98,143,82,71,FALSE
26.7,98,143,82,71,FALSE
26.7,98,143,82,71,FALSE
26.7,98,143,82,71,FALSE
26.7,98,143,82,71,FALSE
26.7,98,143,82,81,FALSE
26.7,98,143,82,81,FALSE
26.7,98,143,82,81,FALSE
26.7,98,143,82,81,FALSE
26.7,98,143,82,82,FALSE
26.7,98,143,82,82,FALSE
26.7,98,143,82,80,FALSE
26.7,98,143,82,80,FALSE
26.7,98,143,82,76,FALSE
26.7,98,143,82,76,FALSE
26.7,98,143,82,76,FALSE
26.7,98,143,82,73,FALSE
26.8,98,143,82,73,FALSE
26.7,98,143,82,73,FALSE
26.7,98,143,82,73,FALSE
26.7,98,143,82,68,FALSE
26.7,98,143,82,68,FALSE
26.7,98,143,82,68,FALSE
26.7,98,143,82,68,FALSE
26.7,98,143,82,73,FALSE
26.7,98,143,82,79,FALSE
26.7,98,143,82,79,FALSE
26.8,98,143,82,79,FALSE
26.8,98,143,82,83,FALSE
26.8,98,143,82,84,FALSE
26.8,98,143,82,84,FALSE
26.7,98,143,82,84,FALSE
26.7,98,143,82,84,FALSE
26.7,98,143,82,82,FALSE
26.7,97,143,82,82,FALSE
26.7,97,143,82,82,FALSE
26.7,97,143,82,81,FALSE
26.8,97,143,82,81,FALSE
26.8,97,143,82,81,FALSE
26.8,97,143,82,81,FALSE
26.8,97,143,82,81,FALSE
26.8,97,143,82,80,FALSE
26.8,97,143,82,80,FALSE
26.8,97,143,82,80,FALSE
26.8,97,143,82,80,FALSE
26.8,97,143,82,84,FALSE
26.8,97,143,82,88,FALSE
26.7,97,143,82,88,FALSE
26.7,97,143,82,88,FALSE
26.7,97,143,82,88,FALSE
26.8,97,143,82,88,FALSE
26.8,97,143,82,84,FALSE
26.8,97,143,82,82,FALSE
26.8,97,143,82,82,FALSE
26.7,97,143,82,82,FALSE
26.7,97,143,82,82,FALSE
26.7,98,143,82,82,FALSE
26.7,98,143,82,85,FALSE
26.8,98,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.8,98,143,82,85,FALSE
26.8,98,143,82,85,FALSE
26.8,98,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.8,98,143,82,85,FALSE
26.8,98,143,82,85,FALSE
26.8,98,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.7,98,143,82,86,FALSE
26.7,98,143,82,86,FALSE
26.7,98,143,82,86,FALSE
26.7,98,143,82,85,FALSE
26.7,98,143,82,85,FALSE
26.7,98,143,82,86,FALSE
26.7,98,143,82,86,FALSE
26.7,98,143,82,86,FALSE
26.7,98,143,82,83,FALSE
26.7,98,143,82,83,FALSE
26.7,98,143,82,82,FALSE
26.7,98,143,82,82,FALSE
26.7,98,143,82,85,FALSE
26.8,98,143,82,85,FALSE
26.8,98,143,82,85,FALSE
