Temp,SpO2,Heart_rate,Anomaly
26.8,98,85,FALSE
26.7,98,85,FALSE
26.8,98,85,FALSE
26.8,98,85,FALSE
26.8,98,85,FALSE
26.7,98,85,FALSE
26.7,98,86,FALSE
26.7,98,86,FALSE
26.7,98,86,FALSE
26.7,98,85,FALSE
26.7,98,85,FALSE
26.7,98,86,FALSE
26.7,98,86,FALSE
26.7,98,86,FALSE
26.7,98,83,FALSE
26.7,98,83,FALSE
26.7,98,82,FALSE
26.7,98,82,FALSE
26.7,98,85,FALSE
26.8,98,85,FALSE
26.8,98,85,FALSE
26.8,98,86,FALSE
26.7,98,86,FALSE
26.7,98,86,FALSE
26.7,98,86,FALSE
26.8,98,86,FALSE
26.8,98,83,FALSE
26.8,98,83,FALSE
26.8,98,80,FALSE
26.7,98,80,FALSE
26.7,98,80,FALSE
26.7,98,80,FALSE
26.7,98,81,FALSE
26.7,98,82,FALSE
26.7,98,82,FALSE
26.7,98,82,FALSE
26.7,98,78,FALSE
26.7,98,78,FALSE
26.7,98,74,FALSE
26.7,98,74,FALSE
26.7,98,74,FALSE
26.7,98,74,FALSE
26.7,98,75,FALSE
26.7,98,76,FALSE
26.8,98,76,FALSE
26.8,98,76,FALSE
26.8,98,76,FALSE
26.7,98,76,FALSE
26.7,98,76,FALSE
26.7,98,74,FALSE
26.8,98,74,FALSE
26.8,98,73,FALSE
26.8,98,73,FALSE
26.8,98,73,FALSE
26.7,98,73,FALSE
26.7,98,73,FALSE
26.7,98,75,FALSE
26.7,98,75,FALSE
26.7,98,77,FALSE
26.7,98,77,FALSE
26.7,98,75,TRUE
26.7,98,75,TRUE
26.7,98,72,TRUE
26.7,98,72,TRUE
26.7,98,74,TRUE
26.7,98,74,TRUE
26.7,98,79,TRUE
26.7,98,79,TRUE
26.7,98,79,TRUE
26.7,98,79,TRUE
26.7,98,79,TRUE
26.8,98,79,TRUE
26.8,98,79,TRUE
26.8,98,81,TRUE
26.8,98,81,TRUE
26.7,98,81,TRUE
26.7,98,81,TRUE
26.7,98,81,TRUE
26.8,98,81,TRUE
26.8,98,81,TRUE
26.8,98,78,FALSE
26.7,98,78,FALSE
26.7,98,78,FALSE
26.7,98,82,FALSE
26.7,98,82,FALSE
26.8,98,82,FALSE
26.8,98,82,FALSE
26.8,98,83,FALSE
26.8,98,83,FALSE
26.7,98,83,FALSE
26.7,98,83,FALSE
26.7,98,74,FALSE
26.7,98,74,FALSE
26.7,98,74,FALSE
26.7,98,74,FALSE
26.7,98,67,FALSE
26.7,98,67,FALSE
26.7,98,67,FALSE
26.7,98,67,FALSE
26.7,98,71,FALSE
26.8,98,71,FALSE
26.8,98,79,FALSE
26.8,98,79,FALSE
26.8,98,85,FALSE
26.7,98,85,FALSE
26.7,98,85,FALSE
26.7,98,85,FALSE
26.8,98,85,FALSE
26.8,98,85,FALSE
26.8,98,83,FALSE
26.7,98,83,FALSE
26.7,98,83,FALSE
26.7,98,83,FALSE
26.7,98,83,FALSE
26.7,98,77,FALSE
26.7,98,77,FALSE
26.8,98,77,FALSE
26.8,98,77,FALSE
26.8,98,77,FALSE
26.9,98,77,FALSE
26.9,98,77,FALSE
26.7,98,77,FALSE
26.7,98,77,FALSE
26.7,98,82,FALSE
26.7,98,82,FALSE
26.7,98,82,FALSE
26.8,98,82,FALSE
26.8,98,82,FALSE
26.8,98,82,FALSE
26.7,98,82,FALSE
26.7,98,86,FALSE
26.8,98,86,FALSE
26.8,98,86,FALSE
26.8,98,87,FALSE
26.8,98,87,FALSE
26.8,98,87,FALSE
26.8,98,87,FALSE
26.8,98,87,FALSE
26.8,98,87,FALSE
26.8,98,85,FALSE
26.8,98,83,FALSE
26.8,98,83,FALSE
26.8,98,83,FALSE
26.9,98,83,FALSE
26.9,98,83,FALSE
26.9,98,81,FALSE
26.9,98,81,FALSE
26.9,98,80,FALSE
26.9,98,80,FALSE
26.9,98,80,FALSE
26.9,98,80,FALSE
26.9,98,80,FALSE
26.9,98,80,FALSE
26.9,98,82,FALSE
26.8,98,82,FALSE
26.8,98,82,FALSE
26.8,98,82,FALSE
26.8,98,82,FALSE
26.8,98,80,FALSE
26.8,98,80,FALSE
26.8,98,80,FALSE
26.8,98,80,FALSE
26.8,98,80,FALSE
26.8,98,83,FALSE
26.8,98,87,FALSE
26.8,98,87,FALSE
26.8,98,86,FALSE
26.8,98,86,FALSE
26.9,98,86,FALSE
26.9,98,86,FALSE
26.9,98,88,FALSE
26.8,98,88,FALSE
26.8,98,92,FALSE
26.8,98,92,FALSE
26.8,98,92,FALSE
26.9,98,92,FALSE
26.9,98,88,FALSE
26.9,98,88,FALSE
26.9,98,78,FALSE
26.9,98,78,FALSE
26.9,98,75,FALSE
26.9,98,75,FALSE
26.9,98,80,FALSE
26.9,98,80,FALSE
26.9,98,82,FALSE
26.9,98,82,FALSE
26.9,98,82,FALSE
26.9,98,82,FALSE
27,98,82,FALSE
27,98,79,FALSE
27,98,79,TRUE
27,98,79,TRUE
27,98,76,TRUE
27,98,76,TRUE
27,98,76,TRUE
27,98,76,TRUE
27,98,77,TRUE
26.9,98,77,TRUE
26.9,98,77,TRUE
26.9,98,77,TRUE
27,98,77,TRUE
27,98,79,TRUE
26.9,98,79,TRUE
26.9,98,80,TRUE
26.9,98,80,TRUE
26.9,98,82,TRUE
26.9,98,82,TRUE
26.9,98,83,TRUE
26.9,98,83,TRUE
26.9,98,82,TRUE
26.9,98,81,TRUE
26.9,98,81,TRUE
26.9,98,81,TRUE
26.9,98,83,TRUE
26.9,98,83,TRUE
26.9,98,84,FALSE
26.9,98,81,FALSE
27,98,81,FALSE
27,98,78,FALSE
27,98,78,FALSE
27,98,78,FALSE
27,98,78,FALSE
27,98,79,FALSE
27,98,81,FALSE
27,98,81,FALSE
27,98,81,FALSE
27,98,82,FALSE
27,98,85,FALSE
27,98,87,FALSE
27,98,87,FALSE
27,98,87,FALSE
27,98,84,FALSE
27,98,84,FALSE
27,98,84,FALSE
27,98,84,FALSE
27,98,83,FALSE
27,98,83,FALSE
26.9,98,83,FALSE
26.9,98,83,FALSE
26.9,98,84,FALSE
26.9,98,84,FALSE
27,98,84,FALSE
27,98,84,FALSE
27,98,83,FALSE
27,97,83,FALSE
27,97,83,FALSE
27,97,80,FALSE
27,97,79,FALSE
27,97,79,FALSE
27,97,77,FALSE
27,97,74,FALSE
27,97,74,FALSE
26.9,97,74,FALSE
26.9,97,75,FALSE
26.9,97,78,FALSE
26.9,97,78,FALSE
26.9,97,78,FALSE
26.9,97,79,FALSE
26.9,97,79,FALSE
26.9,97,77,FALSE
26.9,97,77,FALSE
26.9,97,76,FALSE
26.9,97,76,FALSE
26.9,97,76,FALSE
26.9,97,76,FALSE
26.9,97,76,FALSE
26.9,97,76,FALSE
26.9,97,78,FALSE
26.9,97,78,FALSE
26.9,97,81,FALSE
26.9,97,81,FALSE
26.9,97,81,FALSE
26.9,97,85,FALSE
27,97,85,FALSE
27,97,85,FALSE
27,97,85,FALSE
27,97,84,FALSE
27,97,83,FALSE
27,97,83,FALSE
26.9,97,83,FALSE
26.9,97,83,FALSE
26.9,97,83,FALSE
